Ingr,Match,Score
European crunchy cookie spread,"cookie, macaroon",0.35355339059327373
orange juice (from 3 oranges,"orange juice, baby food",0.4472135954999579
from dried,"lima beans, from dried",0.7071067811865475
Thai anise basil leaves,"basil, raw",0.35355339059327373
lavosh bread,"bread, potato",0.4999999999999999
best chocolate frosting,"fudge, chocolate, chocolate-coated",0.47140452079103173
7-spice blend,"cheese, mexican blend",0.33333333333333337
toasting bread,"bread, potato",0.4999999999999999
from a 3-pound cabbage,"cabbage salad or coleslaw, from fast food / restaurant",0.31622776601683794
haddock fillets,"haddock, smoked",0.4999999999999999
confectioners' sugar,"cookie, sugar wafer, sugar free",0.5345224838248487
hazlenut liqueur,liqueur with cream,0.40824829046386296
spinach souffle,spinach souffle,0.9999999999999998
Mexican-style chorizo,chorizo,0.5773502691896258
Mixed nuts,pine nuts,0.4999999999999999
Maine lobster tails,"lobster, canned",0.40824829046386296
old fashioned rolled oats,old fashioned,0.7071067811865475
pork baby back ribs,pork sausage,0.35355339059327373
Cynar liqueur,liqueur with cream,0.40824829046386296
buckwheat honey,honey,0.7071067811865475
Fennel and Celery Root Slaw,"ham and cheese sandwich, with lettuce and spread",0.28284271247461895
teff flour,"tortilla, flour",0.4999999999999999
thumb ginger,"ginger root, pickled",0.40824829046386296
Dominic's Salsa,reese's sticks,0.33333333333333337
barley wine,"wine, light",0.4999999999999999
from 1 orange,"cheeseburger, from fast food, 1 small patty",0.4364357804719848
Colby-Monterey Jack cheese blend,"cheese, mexican blend",0.5163977794943222
mozzarella and asiago cheese,"mozzarella cheese, tomato, and basil, with oil and vinegar dressing",0.5773502691896258
cube steak,steak teriyaki,0.4999999999999999
Salted pretzel sticks,reese's sticks,0.33333333333333337
pommery mustard,mustard,0.7071067811865475
sun-dried tomato oil,sun-dried tomatoes,0.5773502691896258
Vanilla and chocolate icing,"icing, chocolate",0.7071067811865475
New Mexican chile,"enchilada with meat, red-chile or enchilada sauce",0.18257418583505536
parsley tops,"parsley, raw",0.4999999999999999
refrigerated sugar cookies,"cookie, sugar wafer, sugar free",0.4364357804719848
lamb chops,"lamb hocks, cooked",0.40824829046386296
100 percent agave tequila,tequila,0.5
hard cider,hard cider,0.9999999999999998
cooking mallet,"coconut milk, used in cooking",0.31622776601683794
shortening,"shortening, ns as to vegetable or animal",0.3779644730092272
turkey,"turkey, ground",0.7071067811865475
Picholine olives,"olives, stuffed",0.4999999999999999
grissini and flatbread crisps,"crackers, flatbread",0.35355339059327373
lobster stock,"lobster, canned",0.4999999999999999
blue cheese salad dressing,blue or roquefort cheese dressing,0.6708203932499369
sprouts,"sprouts, nfs",0.7071067811865475
whole wheat biscuits,"bagel, whole wheat",0.6666666666666667
pretzel rolls,pizza rolls,0.4999999999999999
soy yogurt,"yogurt, soy",0.9999999999999998
Rice Krispies cereal,"cereal, frosted oat cereal with marshmallows",0.40824829046386296
hazelnut flavored liqueur,"cordial or liqueur, coffee flavored",0.5163977794943222
pocket pita bread,"bread, pita",0.8164965809277259
burrito-size tortillas,burrito with chicken,0.33333333333333337
jigger Irish whiskey,whiskey,0.5773502691896258
chocolate-and-cream sandwich cookies,"ice cream sandwich, chocolate",0.6708203932499369
red beet juice,beet juice,0.8164965809277259
raw pistachios,"eggplant, raw",0.4999999999999999
Canola oil,cottonseed oil,0.4999999999999999
Honey butter,"butter, nfs",0.4999999999999999
chocolate pie crust,"pie, chocolate cream",0.6666666666666667
sprig fresh lavender,"coconut, fresh",0.40824829046386296
chipotles in adobo puree,vegetables in pastry,0.2886751345948129
rum cream liqueur,liqueur with cream,0.6666666666666667
snowball snack cake,"cake, fruit cake, light or dark, holiday type cake",0.447213595499958
Lavender honey,honey,0.7071067811865475
orzo pasta,flavored pasta,0.4999999999999999
olive-vegetable Blend,vegetable smoothie,0.40824829046386296
slicing bread,"bread, potato",0.4999999999999999
Pear sauce,"beef and potatoes with cream sauce, white sauce or mushroom sauce",0.5144957554275265
Halloween candy bar,ice cream candy bar,0.5773502691896258
spinach pasta,"spinach, creamed",0.4999999999999999
pita bread slices,"bread, pita",0.8164965809277259
Turkish coffee,"coffee, macchiato",0.4999999999999999
chocolate puffed rice cereal,"cereal, puffed rice",0.8660254037844387
chipotle chili sauce,tomato chili sauce,0.6666666666666667
Maytag Bleu cheese,"cheese, processed cheese food",0.47140452079103173
simmering chicken stock,"chicken, chicken roll, roasted",0.47140452079103173
Pepper vinegar,vinegar,0.7071067811865475
baby or fingerling potatoes,"potatoes, baby food, toddler",0.5
Fudge sauce,"beef and potatoes with cream sauce, white sauce or mushroom sauce",0.5144957554275265
bruschetta,bruschetta,1.0
Andouille sausage link,pickled sausage,0.40824829046386296
ancho chili puree,tomato chili sauce,0.33333333333333337
hard salted thin pretzel twists,"pretzel chips, hard, flavored",0.4472135954999579
parsley leves,"parsley, raw",0.4999999999999999
honeydew melons,"honeydew melon, raw",0.40824829046386296
meat cure,"knish, meat",0.4999999999999999
palmful allspice berries,"berries, nfs",0.40824829046386296
buffalo sausage,pickled sausage,0.4999999999999999
lobster or seafood stock,"lobster, steamed or boiled",0.5
Chloe O's,reese's sticks,0.33333333333333337
chocolate pistoles,"fudge, chocolate, chocolate-coated",0.5773502691896258
regular Romano cheese,"cheese spread, cream cheese, regular",0.6546536707079772
tapioca starch,"pudding, tapioca, ready-to-eat",0.31622776601683794
jack cheese,"cheese, colby jack",0.8164965809277259
lavender liquid herbal extract,"yogurt, liquid",0.35355339059327373
fudge topping,"ice cream sundae, hot fudge topping",0.5773502691896258
from canned chipotles in adobo,"lentils, from canned",0.5163977794943222
marzipan paste,wasabi paste,0.4999999999999999
venison loin,"venison/deer, roasted",0.40824829046386296
Garlic croutons,croutons,0.7071067811865475
focaccia dough,"bread, sour dough",0.40824829046386296
bow-tie pasta,flavored pasta,0.40824829046386296
empanada wrappers,"empanada,  mexican turnover, pumpkin",0.35355339059327373
"cherry tomatoes,(yellow","tomatoes, scalloped",0.40824829046386296
wonton skins,wonton soup,0.4999999999999999
sauerkraut,sauerkraut,1.0
lamb rumps,"lamb hocks, cooked",0.40824829046386296
Italian pickled vegetables,"vegetables, pickled",0.8164965809277259
crisp topping,"topping, fruit",0.4999999999999999
Chinese five-spice powder,nutritional powder mix (eas whey protein powder),0.3333333333333333
Sour apple hard candy,hard candy,0.7071067811865475
Naan bread,"bread, potato",0.4999999999999999
Italian dried seasoning,"tamarind, dried",0.40824829046386296
lamb blade steaks,"lamb hocks, cooked",0.33333333333333337
rice paper rounds,rice paper,0.8164965809277259
hot sausage link,pickled sausage,0.40824829046386296
yogurt cheese,"cheese, processed cheese food",0.5773502691896258
gratin dish,"upma, indian breakfast dish",0.35355339059327373
cod fillets,cape cod,0.4999999999999999
Coconut oil,cottonseed oil,0.4999999999999999
tips,"sirloin tips, with gravy, potatoes, vegetable, frozen meal",0.35355339059327373
Hawaiian-style kaiser bun,"roll, multigrain, hamburger bun",0.25
honey crisp apple,"crisp, apple, apple dessert",0.7071067811865476
maple amber ale,whiskey and ginger ale,0.2886751345948129
whole wheat melba toast,melba toast,0.7071067811865475
tahini paste,tahini,0.7071067811865475
cloud ears,"pork ears, tail, head, snout, miscellaneous parts, cooked",0.24999999999999994
Spanish peanuts,"peanuts, nfs",0.4999999999999999
chocolate sandwich cookie crumbs,"cookie, chocolate sandwich",0.8660254037844387
Sunny's Bourbon Whipped Cream,reese's sticks,0.2581988897471611
French bread sandwich rolls,"tuna salad sandwich, on bread",0.4472135954999579
cranberry,cranberry sauce,0.7071067811865475
liquid smoke flavoring,"yogurt, liquid",0.40824829046386296
Smucker's® Peach Preserves,reese's sticks,0.2886751345948129
coarse sanding sugar,"cookie, sugar wafer, sugar free",0.4364357804719848
Crispy tortilla strips,"tortilla, corn",0.40824829046386296
supermarket-style garlic and herb seasoning mix,"beef and vegetables, hawaiian style",0.33806170189140655
Demerara sugar,"cookie, sugar wafer, sugar free",0.5345224838248487
maple-flavor pancake syrup,pancake syrup,0.7071067811865475
orange peel twist,"orange, raw",0.40824829046386296
Sweet and Spicy Chili Sauce,"ham and cheese sandwich, with lettuce and spread",0.28284271247461895
Lemon/lime,"lime, raw",0.4999999999999999
Strawberry Coulis in a squeeze bottle,"pig in a blanket, frankfurter or hot dog wrapped in dough",0.33968311024337877
mozzarella de buffalo,buffalo sauce,0.40824829046386296
plum tomato slices,tomato aspic,0.40824829046386296
peach gelato,"cobbler, peach",0.4999999999999999
demarara sugar,"cookie, sugar wafer, sugar free",0.5345224838248487
chile seeds,mixed seeds,0.4999999999999999
chicken bones,"chicken, chicken roll, roasted",0.5773502691896258
mozzarella in water,"green banana, cooked in salt water",0.47140452079103173
blood orange marmalade,"orange, raw",0.40824829046386296
Tuscan olive oil,olive oil,0.8164965809277259
in a grinder,"pig in a blanket, frankfurter or hot dog wrapped in dough",0.4803844614152615
crawfish boil seasoning,puerto rican seasoning with ham,0.2581988897471611
raspberry syrup,blueberry syrup,0.4999999999999999
lemon pepper,"lemon, raw",0.4999999999999999
black cod,"bread, black",0.4999999999999999
lemon verbena,"lemon, raw",0.4999999999999999
Chinese hot bean paste,"bean paste, sweetened",0.5773502691896258
pepper flakes,pepper steak,0.4999999999999999
pastrami,pastrami sandwich,0.7071067811865475
breakfast pork chops,pork sausage,0.40824829046386296
Orange and Oregano Salad,"ham and cheese sandwich, with lettuce and spread",0.31622776601683794
Pumpernickel bread,"bread, potato",0.4999999999999999
sockeye salmon,"salmon, smoked",0.4999999999999999
macadamia cookies,macadamia nuts,0.4999999999999999
Brioche challah,"bread, egg, challah",0.40824829046386296
Mexican Four Cheese Salsa con Queso,"coffee, cafe con leche",0.20412414523193154
Maytag blue cheese,"cheese, blue or roquefort",0.5773502691896258
pumpernickel swirl bread,"bread, pumpernickel",0.8164965809277259
Cheddar and Jack cheeses,"ham and cheese sandwich, with lettuce and spread",0.31622776601683794
bread roll,"roll, egg bread",0.8164965809277259
Plain bread crumbs,"bread, potato",0.40824829046386296
oysters in liquor,"oysters, raw",0.40824829046386296
onaga-Hawaiian pink snappers,"pink beans, cooked",0.2886751345948129
udon or soba noodles,macaroni or noodles with cheese and chicken or turkey,0.45226701686664544
Sicilian olives,"olives, stuffed",0.4999999999999999
mesquite grilling sauce,"beef and potatoes with cream sauce, white sauce or mushroom sauce",0.420084025208403
bucatini pasta,flavored pasta,0.4999999999999999
Muenster cheese,"cheese, processed cheese food",0.5773502691896258
decaf coffee,"coffee, macchiato",0.4999999999999999
red tomatoes,"tomatoes, scalloped",0.4999999999999999
mushroom stock,"mushroom soup, nfs",0.40824829046386296
Italian spicy sausage,pickled sausage,0.40824829046386296
lentil puree,lentil curry,0.4999999999999999
half-moon-sliced zucchini,"cream, half and half",0.4082482904638631
Rice paper,rice paper,0.4999999999999999
julienne yellow onion,"bread, onion",0.40824829046386296
Hot dog buns,salty dog,0.40824829046386296
Dutch processed cocoa powder,"cocoa powder, not reconstituted",0.5
from about 1 medium bunch,"hamburger, from fast food, 1 medium patty",0.5070925528371099
New York strip steaks,"bacon strip, meatless",0.2886751345948129
One part chai tea concentrate,"tea, hot, chai, with milk",0.3999999999999999
Mexican seasoning,puerto rican seasoning with ham,0.31622776601683794
orange-blossom honey,orange blossom,0.8164965809277259
whole-wheat-blend rotini pasta,"bagel, whole wheat",0.5163977794943222
lime juiceb,"lime, raw",0.4999999999999999
stale brioche,brioche,0.7071067811865475
root beer extract,"soft drink, root beer",0.5773502691896258
pimento leaves,"taro leaves, cooked",0.40824829046386296
multigrain hoagie rolls,"crackers, multigrain",0.40824829046386296
grapefruit slices,"grapefruit, canned",0.4999999999999999
baby basil,baby ruth,0.4999999999999999
taco-sized flour tortillas,"taco shell, flour",0.5773502691896258
Italian flat leaf parsley leaves,"parsley, raw",0.31622776601683794
sweet corn kernels,"corn and sweet potatoes, baby food, strained",0.4364357804719848
Crusty warm bread,"bread, potato",0.40824829046386296
top round beef,beef jerky,0.40824829046386296
Portuguese sausage,pickled sausage,0.4999999999999999
Shaohsing rice wine,"wine, rice",0.8164965809277259
dried mustard,mustard,0.7071067811865475
loaf stale bread,"bread, potato",0.40824829046386296
bread crust,"bread, potato",0.4999999999999999
4 pepper blend,pepper steak,0.40824829046386296
pepper juice,"fruit juice blend, 100% juice",0.5345224838248487
radiatore pasta,flavored pasta,0.4999999999999999
manufacturing cream,"cream, heavy",0.4999999999999999
port,"cheese, port du salut",0.5
chow mein vegetables,"noodles, chow mein",0.6666666666666667
pasilla chile powder,nutritional powder mix (eas whey protein powder),0.3849001794597505
roasted red pepper puree,"pepper, sweet, red, raw",0.5
tomatoes in tomato puree,tomato aspic,0.35355339059327373
honey graham cookie crumbs,honey,0.5
whole portobello mushrooms,"mushrooms, raw",0.40824829046386296
Italian style bread crumbs,"bread, lard, puerto rican style",0.4472135954999579
white sauce mix,white sauce or gravy,0.5773502691896258
mixed micro greens,"mixed salad greens, raw",0.5773502691896258
milk chocolate bar,chocolate milk drink,0.6666666666666667
champagne,champagne punch,0.7071067811865475
chili pepper flakes,"pepper, hot chili, raw",0.5773502691896258
Colby and Jack cheese blend,"cheese, mexican blend",0.5163977794943222
muffin tin,"muffin, plain",0.4999999999999999
Nero d'Avola or,"cake or cupcake, chocolate, devil's food or fudge, with icing or filling",0.3441236008058426
banana pepper strips,"pepper, banana, raw",0.6666666666666667
a mix of the two,"snack mix, plain (chex mix)",0.33806170189140655
peach schnapps,"cobbler, peach",0.4999999999999999
Herb oil,cottonseed oil,0.4999999999999999
premium vodka,vodka,0.7071067811865475
chicken wings,"chicken ""wings"", plain, from precooked",0.6324555320336759
strawberry or grape jam,"pie, strawberry, individual size or tart",0.4082482904638631
raspberry ice cream,ice cream cake,0.6666666666666667
cookies and cream ice cream,ice cream cake,0.6546536707079772
waffle cut fries,"waffle, cinnamon",0.40824829046386296
